text,text_clean,token,stop,stemmed,sentiment
"Bawaslu RI tingkatkan pengawasan cegah politik uang

#PemiluSerentak2024
#Pemilu2024SesuaiTahapan
#TolakPenundaanPemilu
#AntiPolitikIdentitas
#TolakPolitikMasjid
#PemilihPemula
#PemilihMuda
#Pancasila
#Pemilu2024
#Pilpres2024
#Capres2024
#KPU
#Bawaslu
#IndonesiaMaju https://t.co/3b2UBwRGFh","bawaslu ri tingkatkan pengawasan cegah politik uang

pemiluserentak
pemilusesuaitahapan
tolakpenundaanpemilu
antipolitikidentitas
tolakpolitikmasjid
pemilihpemula
pemilihmuda
pancasila
pemilu
pilpres
capres
kpu
bawaslu
indonesiamaju httpstcobubwrgfh","['bawaslu', 'ri', 'tingkatkan', 'pengawasan', 'cegah', 'politik', 'uang', 'pemiluserentak', 'pemilusesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentitas', 'tolakpolitikmasjid', 'pemilihpemula', 'pemilihmuda', 'pancasila', 'pemilu', 'pilpres', 'capres', 'kpu', 'bawaslu', 'indonesiamaju', 'httpstcobubwrgfh']","['bawaslu', 'ri', 'tingkatkan', 'pengawasan', 'cegah', 'politik', 'uang', 'pemiluserentak', 'pemilusesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentitas', 'tolakpolitikmasjid', 'pemilihpemula', 'pemilihmuda', 'pancasila', 'pemilu', 'pilpres', 'capres', 'kpu', 'bawaslu', 'indonesiamaju', 'httpstcobubwrgfh']","['bawaslu', 'ri', 'tingkatkan', 'pengawasan', 'cegah', 'politik', 'uang', 'pemiluserentak', 'pemilusesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentitas', 'tolakpolitikmasjid', 'pemilihpemula', 'pemilihmuda', 'pancasila', 'pemilu', 'pilpres', 'capres', 'kpu', 'bawaslu', 'indonesiamaju', 'httpstcobubwrgfh']",netral
"Bawaslu Intensif Awasi Politik Uang
#PemiluSerentak2024
#Pemilu2024SesuaiTahapan
#TolakPenundaanPemilu
#AntiPolitikIdentitas
#TolakPolitikMasjid
#PemilihPemula
#PemilihMuda
#Pancasila
#Pemilu2024
#Pilpres2024
#Capres2024
#KPU
#Bawaslu
#IndonesiaMaju https://t.co/A0yF9a6TwP","bawaslu intensif awasi politik uang
pemiluserentak
pemilusesuaitahapan
tolakpenundaanpemilu
antipolitikidentitas
tolakpolitikmasjid
pemilihpemula
pemilihmuda
pancasila
pemilu
pilpres
capres
kpu
bawaslu
indonesiamaju httpstcoayfatwp","['bawaslu', 'intensif', 'awasi', 'politik', 'uang', 'pemiluserentak', 'pemilusesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentitas', 'tolakpolitikmasjid', 'pemilihpemula', 'pemilihmuda', 'pancasila', 'pemilu', 'pilpres', 'capres', 'kpu', 'bawaslu', 'indonesiamaju', 'httpstcoayfatwp']","['bawaslu', 'intensif', 'awasi', 'politik', 'uang', 'pemiluserentak', 'pemilusesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentitas', 'tolakpolitikmasjid', 'pemilihpemula', 'pemilihmuda', 'pancasila', 'pemilu', 'pilpres', 'capres', 'kpu', 'bawaslu', 'indonesiamaju', 'httpstcoayfatwp']","['bawaslu', 'intensif', 'awasi', 'politik', 'uang', 'pemiluserentak', 'pemilusesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentitas', 'tolakpolitikmasjid', 'pemilihpemula', 'pemilihmuda', 'pancasila', 'pemilu', 'pilpres', 'capres', 'kpu', 'bawaslu', 'indonesiamaju', 'httpstcoayfatwp']",netral
Bawaslu siapkan strategi awasi politik uang pada masa Kampanye pemilu 2024#PemiluSerentak2024 #Pemilu2024SesuaiTahapan #TolakPenundaanPemilu #AntiPolitikIdentitas #TolakPolitikMasjid #PemilihPemula #PemilihMuda #Pancasila #Pemilu2024 #Pilpres2024 #Capres2024 #KPU #Bawaslu https://t.co/V68fpSnR5w,bawaslu siapkan strategi awasi politik uang pada masa kampanye pemilu pemiluserentak pemilusesuaitahapan tolakpenundaanpemilu antipolitikidentitas tolakpolitikmasjid pemilihpemula pemilihmuda pancasila pemilu pilpres capres kpu bawaslu httpstcovfpsnrw,"['bawaslu', 'siapkan', 'strategi', 'awasi', 'politik', 'uang', 'pada', 'masa', 'kampanye', 'pemilu', 'pemiluserentak', 'pemilusesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentitas', 'tolakpolitikmasjid', 'pemilihpemula', 'pemilihmuda', 'pancasila', 'pemilu', 'pilpres', 'capres', 'kpu', 'bawaslu', 'httpstcovfpsnrw']","['bawaslu', 'siapkan', 'strategi', 'awasi', 'politik', 'uang', 'masa', 'kampanye', 'pemilu', 'pemiluserentak', 'pemilusesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentitas', 'tolakpolitikmasjid', 'pemilihpemula', 'pemilihmuda', 'pancasila', 'pemilu', 'pilpres', 'capres', 'kpu', 'bawaslu', 'httpstcovfpsnrw']","['bawaslu', 'siapkan', 'strategi', 'awasi', 'politik', 'uang', 'masa', 'kampanye', 'pemilu', 'pemiluserentak', 'pemilusesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentitas', 'tolakpolitikmasjid', 'pemilihpemula', 'pemilihmuda', 'pancasila', 'pemilu', 'pilpres', 'capres', 'kpu', 'bawaslu', 'httpstcovfpsnrw']",netral
"Ia menegaskan pihaknya mengatakan akan tunduk terhadap putusan ijtimak ulama pada 2024 untuk menentukan siapa capres dan cawapres yang harus dipilih serta diperjuangkan.
#KitaSemuaBersatu #NeruskePakdhe Prabowo Subianto","ia menegaskan pihaknya mengatakan akan tunduk terhadap putusan ijtimak ulama pada  untuk menentukan siapa capres dan cawapres yang harus dipilih serta diperjuangkan
kitasemuabersatu neruskepakdhe prabowo subianto","['ia', 'menegaskan', 'pihaknya', 'mengatakan', 'akan', 'tunduk', 'terhadap', 'putusan', 'ijtimak', 'ulama', 'pada', 'untuk', 'menentukan', 'siapa', 'capres', 'dan', 'cawapres', 'yang', 'harus', 'dipilih', 'serta', 'diperjuangkan', 'kitasemuabersatu', 'neruskepakdhe', 'prabowo', 'subianto']","['menegaskan', 'pihaknya', 'mengatakan', 'tunduk', 'putusan', 'ijtimak', 'ulama', 'menentukan', 'siapa', 'capres', 'cawapres', 'dipilih', 'diperjuangkan', 'kitasemuabersatu', 'neruskepakdhe', 'prabowo', 'subianto']","['menegaskan', 'pihaknya', 'mengatakan', 'tunduk', 'putusan', 'ijtimak', 'ulama', 'menentukan', 'siapa', 'capres', 'cawapres', 'dipilih', 'diperjuangkan', 'kitasemuabersatu', 'neruskepakdhe', 'prabowo', 'subianto']",netral
"#PemilihMuda
#GenZ
#PemiluSantun
#AniesBaswedan
#AniesGagal
#JanjiManisAnies
#PolitikIdentitas
#KoalisiPerubahan
#AniesAntekCendana
#UntukIndonesia
#Capres2024
#Pilpres2024
#Pemilu2024
#PemiluSerentak2024 https://t.co/k7EMAugUW0","pemilihmuda
genz
pemilusantun
aniesbaswedan
aniesgagal
janjimanisanies
politikidentitas
koalisiperubahan
aniesantekcendana
untukindonesia
capres
pilpres
pemilu
pemiluserentak httpstcokemauguw","['pemilihmuda', 'genz', 'pemilusantun', 'aniesbaswedan', 'aniesgagal', 'janjimanisanies', 'politikidentitas', 'koalisiperubahan', 'aniesantekcendana', 'untukindonesia', 'capres', 'pilpres', 'pemilu', 'pemiluserentak', 'httpstcokemauguw']","['pemilihmuda', 'genz', 'pemilusantun', 'aniesbaswedan', 'aniesgagal', 'janjimanisanies', 'politikidentitas', 'koalisiperubahan', 'aniesantekcendana', 'untukindonesia', 'capres', 'pilpres', 'pemilu', 'pemiluserentak', 'httpstcokemauguw']","['pemilihmuda', 'genz', 'pemilusantun', 'aniesbaswedan', 'aniesgagal', 'janjimanisanies', 'politikidentitas', 'koalisiperubahan', 'aniesantekcendana', 'untukindonesia', 'capres', 'pilpres', 'pemilu', 'pemiluserentak', 'httpstcokemauguw']",netral
"Waspadai Politik Uang Pemilu 2024

#PemiluSerentak2024
#Pemilu2024SesuaiTahapan
#TolakPenundaanPemilu
#AntiPolitikIdentitas
#TolakPolitikMasjid
#PemilihPemula
#PemilihMuda
#Pancasila
#Pemilu2024
#Pilpres2024
#Capres2024
#KPU
#Bawaslu
#IndonesiaMaju https://t.co/kP3o0864NL","waspadai politik uang pemilu 

pemiluserentak
pemilusesuaitahapan
tolakpenundaanpemilu
antipolitikidentitas
tolakpolitikmasjid
pemilihpemula
pemilihmuda
pancasila
pemilu
pilpres
capres
kpu
bawaslu
indonesiamaju httpstcokponl","['waspadai', 'politik', 'uang', 'pemilu', 'pemiluserentak', 'pemilusesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentitas', 'tolakpolitikmasjid', 'pemilihpemula', 'pemilihmuda', 'pancasila', 'pemilu', 'pilpres', 'capres', 'kpu', 'bawaslu', 'indonesiamaju', 'httpstcokponl']","['waspadai', 'politik', 'uang', 'pemilu', 'pemiluserentak', 'pemilusesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentitas', 'tolakpolitikmasjid', 'pemilihpemula', 'pemilihmuda', 'pancasila', 'pemilu', 'pilpres', 'capres', 'kpu', 'bawaslu', 'indonesiamaju', 'httpstcokponl']","['waspadai', 'politik', 'uang', 'pemilu', 'pemiluserentak', 'pemilusesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentitas', 'tolakpolitikmasjid', 'pemilihpemula', 'pemilihmuda', 'pancasila', 'pemilu', 'pilpres', 'capres', 'kpu', 'bawaslu', 'indonesiamaju', 'httpstcokponl']",netral
"Waspadai Politik Uang Pemilu 2024

#PemiluSerentak2024
#Pemilu2024SesuaiTahapan
#TolakPenundaanPemilu
#AntiPolitikIdentitas
#TolakPolitikMasjid
#PemilihPemula
#PemilihMuda
#Pancasila
#Pemilu2024
#Pilpres2024
#Capres2024
#KPU
#Bawaslu
#IndonesiaMaju https://t.co/6SYPmkS0MA","waspadai politik uang pemilu 

pemiluserentak
pemilusesuaitahapan
tolakpenundaanpemilu
antipolitikidentitas
tolakpolitikmasjid
pemilihpemula
pemilihmuda
pancasila
pemilu
pilpres
capres
kpu
bawaslu
indonesiamaju httpstcosypmksma","['waspadai', 'politik', 'uang', 'pemilu', 'pemiluserentak', 'pemilusesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentitas', 'tolakpolitikmasjid', 'pemilihpemula', 'pemilihmuda', 'pancasila', 'pemilu', 'pilpres', 'capres', 'kpu', 'bawaslu', 'indonesiamaju', 'httpstcosypmksma']","['waspadai', 'politik', 'uang', 'pemilu', 'pemiluserentak', 'pemilusesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentitas', 'tolakpolitikmasjid', 'pemilihpemula', 'pemilihmuda', 'pancasila', 'pemilu', 'pilpres', 'capres', 'kpu', 'bawaslu', 'indonesiamaju', 'httpstcosypmksma']","['waspadai', 'politik', 'uang', 'pemilu', 'pemiluserentak', 'pemilusesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentitas', 'tolakpolitikmasjid', 'pemilihpemula', 'pemilihmuda', 'pancasila', 'pemilu', 'pilpres', 'capres', 'kpu', 'bawaslu', 'indonesiamaju', 'httpstcosypmksma']",netral
"Waspadai Politik Uang Pemilu 2024

#PemiluSerentak2024
#Pemilu2024SesuaiTahapan
#TolakPenundaanPemilu
#AntiPolitikIdentitas
#TolakPolitikMasjid
#PemilihPemula
#PemilihMuda
#Pancasila
#Pemilu2024
#Pilpres2024
#Capres2024
#KPU
#Bawaslu
#IndonesiaMaju https://t.co/OxLq1klQPH","waspadai politik uang pemilu 

pemiluserentak
pemilusesuaitahapan
tolakpenundaanpemilu
antipolitikidentitas
tolakpolitikmasjid
pemilihpemula
pemilihmuda
pancasila
pemilu
pilpres
capres
kpu
bawaslu
indonesiamaju httpstcooxlqklqph","['waspadai', 'politik', 'uang', 'pemilu', 'pemiluserentak', 'pemilusesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentitas', 'tolakpolitikmasjid', 'pemilihpemula', 'pemilihmuda', 'pancasila', 'pemilu', 'pilpres', 'capres', 'kpu', 'bawaslu', 'indonesiamaju', 'httpstcooxlqklqph']","['waspadai', 'politik', 'uang', 'pemilu', 'pemiluserentak', 'pemilusesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentitas', 'tolakpolitikmasjid', 'pemilihpemula', 'pemilihmuda', 'pancasila', 'pemilu', 'pilpres', 'capres', 'kpu', 'bawaslu', 'indonesiamaju', 'httpstcooxlqklqph']","['waspadai', 'politik', 'uang', 'pemilu', 'pemiluserentak', 'pemilusesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentitas', 'tolakpolitikmasjid', 'pemilihpemula', 'pemilihmuda', 'pancasila', 'pemilu', 'pilpres', 'capres', 'kpu', 'bawaslu', 'indonesiamaju', 'httpstcooxlqklqph']",netral
PrabowoAja disebut-sebut akan mengajukan kembali sebagai capres untuk Pemilu 2024. #KitaSemuaBersatu #NeruskePakdhe Prabowo Subianto,prabowoaja disebutsebut akan mengajukan kembali sebagai capres untuk pemilu  kitasemuabersatu neruskepakdhe prabowo subianto,"['prabowoaja', 'disebutsebut', 'akan', 'mengajukan', 'kembali', 'sebagai', 'capres', 'untuk', 'pemilu', 'kitasemuabersatu', 'neruskepakdhe', 'prabowo', 'subianto']","['prabowoaja', 'disebutsebut', 'mengajukan', 'capres', 'pemilu', 'kitasemuabersatu', 'neruskepakdhe', 'prabowo', 'subianto']","['prabowoaja', 'disebutsebut', 'mengajukan', 'capres', 'pemilu', 'kitasemuabersatu', 'neruskepakdhe', 'prabowo', 'subianto']",netral
"@jansen_jsp Hampir bisa dipastikan calon Capres Cawapres 2024:

PUAN - AHY
Anies - Muhaimin 
Prabowo - Airlangga

Dgn adanya 3 paket calon semakin membikin kontestasi ini lebih menarik. 

Adapun Ganjar, scr elektoral mmg sangat berat. Dia legowo dan diplot jd ketua Tim pemenangan Puan AHY.","jansenjsp hampir bisa dipastikan calon capres cawapres 

puan  ahy
anies  muhaimin 
prabowo  airlangga

dgn adanya  paket calon semakin membikin kontestasi ini lebih menarik 

adapun ganjar scr elektoral mmg sangat berat dia legowo dan diplot jd ketua tim pemenangan puan ahy","['jansenjsp', 'hampir', 'bisa', 'dipastikan', 'calon', 'capres', 'cawapres', 'puan', 'ahy', 'anies', 'muhaimin', 'prabowo', 'airlangga', 'dgn', 'adanya', 'paket', 'calon', 'semakin', 'membikin', 'kontestasi', 'ini', 'lebih', 'menarik', 'adapun', 'ganjar', 'scr', 'elektoral', 'mmg', 'sangat', 'berat', 'dia', 'legowo', 'dan', 'diplot', 'jd', 'ketua', 'tim', 'pemenangan', 'puan', 'ahy']","['jansenjsp', 'hampir', 'dipastikan', 'calon', 'capres', 'cawapres', 'puan', 'ahy', 'anies', 'muhaimin', 'prabowo', 'airlangga', 'dgn', 'adanya', 'paket', 'calon', 'semakin', 'membikin', 'kontestasi', 'lebih', 'menarik', 'adapun', 'ganjar', 'scr', 'elektoral', 'mmg', 'sangat', 'berat', 'legowo', 'diplot', 'jd', 'ketua', 'tim', 'pemenangan', 'puan', 'ahy']","['jansenjsp', 'hampir', 'dipastikan', 'calon', 'capres', 'cawapres', 'puan', 'ahy', 'anies', 'muhaimin', 'prabowo', 'airlangga', 'dgn', 'adanya', 'paket', 'calon', 'semakin', 'membikin', 'kontestasi', 'lebih', 'menarik', 'adapun', 'ganjar', 'scr', 'elektoral', 'mmg', 'sangat', 'berat', 'legowo', 'diplot', 'jd', 'ketua', 'tim', 'pemenangan', 'puan', 'ahy']",netral
"Bawaslu Tingkatkan  Pengawasan Cegah Politik Uang #PemiluSerentak2024
#Pemilu2024SesuaiTahapan
#TolakPenundaanPemilu
#AntiPolitikIdentitas
#TolakPolitikMasjid
#PemilihPemula
#PemilihMuda
#Pancasila
#Pemilu2024
#Pilpres2024
#Capres2024
#KPU
#Bawaslu
#IndonesiaMaju https://t.co/TL7hacdrXe","bawaslu tingkatkan  pengawasan cegah politik uang pemiluserentak
pemilusesuaitahapan
tolakpenundaanpemilu
antipolitikidentitas
tolakpolitikmasjid
pemilihpemula
pemilihmuda
pancasila
pemilu
pilpres
capres
kpu
bawaslu
indonesiamaju httpstcotlhacdrxe","['bawaslu', 'tingkatkan', 'pengawasan', 'cegah', 'politik', 'uang', 'pemiluserentak', 'pemilusesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentitas', 'tolakpolitikmasjid', 'pemilihpemula', 'pemilihmuda', 'pancasila', 'pemilu', 'pilpres', 'capres', 'kpu', 'bawaslu', 'indonesiamaju', 'httpstcotlhacdrxe']","['bawaslu', 'tingkatkan', 'pengawasan', 'cegah', 'politik', 'uang', 'pemiluserentak', 'pemilusesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentitas', 'tolakpolitikmasjid', 'pemilihpemula', 'pemilihmuda', 'pancasila', 'pemilu', 'pilpres', 'capres', 'kpu', 'bawaslu', 'indonesiamaju', 'httpstcotlhacdrxe']","['bawaslu', 'tingkatkan', 'pengawasan', 'cegah', 'politik', 'uang', 'pemiluserentak', 'pemilusesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentitas', 'tolakpolitikmasjid', 'pemilihpemula', 'pemilihmuda', 'pancasila', 'pemilu', 'pilpres', 'capres', 'kpu', 'bawaslu', 'indonesiamaju', 'httpstcotlhacdrxe']",netral
"Prabowo Capres 2024, Politisi Gerindra Acungi Jempol Putusan Projo Sulsel - https://t.co/L6KMxTNRM6 #Prabowo #BangkitBersama https://t.co/tD5L4hlxZY",prabowo capres  politisi gerindra acungi jempol putusan projo sulsel  httpstcolkmxtnrm prabowo bangkitbersama httpstcotdlhlxzy,"['prabowo', 'capres', 'politisi', 'gerindra', 'acungi', 'jempol', 'putusan', 'projo', 'sulsel', 'httpstcolkmxtnrm', 'prabowo', 'bangkitbersama', 'httpstcotdlhlxzy']","['prabowo', 'capres', 'politisi', 'gerindra', 'acungi', 'jempol', 'putusan', 'projo', 'sulsel', 'httpstcolkmxtnrm', 'prabowo', 'bangkitbersama', 'httpstcotdlhlxzy']","['prabowo', 'capres', 'politisi', 'gerindra', 'acungi', 'jempol', 'putusan', 'projo', 'sulsel', 'httpstcolkmxtnrm', 'prabowo', 'bangkitbersama', 'httpstcotdlhlxzy']",netral
"""Pengalaman dan kapasitas figur jadi hal penting dalam pertarungan pilpres 2024. Airlangga Hartarto memiliki semua kriteria yang dibutuhkan para capres termasuk yang saat ini intens komunikasi yakni Prabowo Subianto,"" 

Ketua DPP Partai Golkar, Dave Fikarno Laksono @laksonodave

https://t.co/lRc4aPeZho

#partaigolkar #golkarpedia  #airlanggahartarto","pengalaman dan kapasitas figur jadi hal penting dalam pertarungan pilpres  airlangga hartarto memiliki semua kriteria yang dibutuhkan para capres termasuk yang saat ini intens komunikasi yakni prabowo subianto 

ketua dpp partai golkar dave fikarno laksono laksonodave

httpstcolrcapezho

partaigolkar golkarpedia  airlanggahartarto","['pengalaman', 'dan', 'kapasitas', 'figur', 'jadi', 'hal', 'penting', 'dalam', 'pertarungan', 'pilpres', 'airlangga', 'hartarto', 'memiliki', 'semua', 'kriteria', 'yang', 'dibutuhkan', 'para', 'capres', 'termasuk', 'yang', 'saat', 'ini', 'intens', 'komunikasi', 'yakni', 'prabowo', 'subianto', 'ketua', 'dpp', 'partai', 'golkar', 'dave', 'fikarno', 'laksono', 'laksonodave', 'httpstcolrcapezho', 'partaigolkar', 'golkarpedia', 'airlanggahartarto']","['pengalaman', 'kapasitas', 'figur', 'jadi', 'penting', 'pertarungan', 'pilpres', 'airlangga', 'hartarto', 'memiliki', 'semua', 'kriteria', 'dibutuhkan', 'capres', 'termasuk', 'intens', 'komunikasi', 'prabowo', 'subianto', 'ketua', 'dpp', 'partai', 'golkar', 'dave', 'fikarno', 'laksono', 'laksonodave', 'httpstcolrcapezho', 'partaigolkar', 'golkarpedia', 'airlanggahartarto']","['pengalaman', 'kapasitas', 'figur', 'jadi', 'penting', 'pertarungan', 'pilpres', 'airlangga', 'hartarto', 'memiliki', 'semua', 'kriteria', 'dibutuhkan', 'capres', 'termasuk', 'intens', 'komunikasi', 'prabowo', 'subianto', 'ketua', 'dpp', 'partai', 'golkar', 'dave', 'fikarno', 'laksono', 'laksonodave', 'httpstcolrcapezho', 'partaigolkar', 'golkarpedia', 'airlanggahartarto']",netral
"@cakimiNOW @DPP_PKB Kami dari komunitas petani jengkol Aceh Jaya Provinsi Aceh mendukung Gus @cakimiNOW sebagai Capres 2024, #BudalGus @DPP_PKB https://t.co/OUP5AuPTpa",cakiminow dpppkb kami dari komunitas petani jengkol aceh jaya provinsi aceh mendukung gus cakiminow sebagai capres  budalgus dpppkb httpstcooupauptpa,"['cakiminow', 'dpppkb', 'kami', 'dari', 'komunitas', 'petani', 'jengkol', 'aceh', 'jaya', 'provinsi', 'aceh', 'mendukung', 'gus', 'cakiminow', 'sebagai', 'capres', 'budalgus', 'dpppkb', 'httpstcooupauptpa']","['cakiminow', 'dpppkb', 'komunitas', 'petani', 'jengkol', 'aceh', 'jaya', 'provinsi', 'aceh', 'mendukung', 'gus', 'cakiminow', 'capres', 'budalgus', 'dpppkb', 'httpstcooupauptpa']","['cakiminow', 'dpppkb', 'komunitas', 'petani', 'jengkol', 'aceh', 'jaya', 'provinsi', 'aceh', 'mendukung', 'gus', 'cakiminow', 'capres', 'budalgus', 'dpppkb', 'httpstcooupauptpa']",netral
Mari lawan Hoax demi keberlangsungan Indonesia di tahun politik 2024 #PemiluSerentak2024 #Pemilu2024SesuaiTahapan #TolakPenundaanPemilu #AntiPolitikIdentitas #TolakPolitikMasjid #Pancasila #Pemilu2024 #Pilpres2024 #Capres2024 #KPU #Bawaslu #IndonesiaMaju https://t.co/kqW1R3Qjlz,mari lawan hoax demi keberlangsungan indonesia di tahun politik  pemiluserentak pemilusesuaitahapan tolakpenundaanpemilu antipolitikidentitas tolakpolitikmasjid pancasila pemilu pilpres capres kpu bawaslu indonesiamaju httpstcokqwrqjlz,"['mari', 'lawan', 'hoax', 'demi', 'keberlangsungan', 'indonesia', 'di', 'tahun', 'politik', 'pemiluserentak', 'pemilusesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentitas', 'tolakpolitikmasjid', 'pancasila', 'pemilu', 'pilpres', 'capres', 'kpu', 'bawaslu', 'indonesiamaju', 'httpstcokqwrqjlz']","['lawan', 'hoax', 'keberlangsungan', 'indonesia', 'tahun', 'politik', 'pemiluserentak', 'pemilusesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentitas', 'tolakpolitikmasjid', 'pancasila', 'pemilu', 'pilpres', 'capres', 'kpu', 'bawaslu', 'indonesiamaju', 'httpstcokqwrqjlz']","['lawan', 'hoax', 'keberlangsungan', 'indonesia', 'tahun', 'politik', 'pemiluserentak', 'pemilusesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentitas', 'tolakpolitikmasjid', 'pancasila', 'pemilu', 'pilpres', 'capres', 'kpu', 'bawaslu', 'indonesiamaju', 'httpstcokqwrqjlz']",negatif
@genx36545403 @PeelotV @Ndons_Back @Kimberley_2024 @papabowo2024 @SaptaNova @are_inismyname @prabowo @BANGSAygSUJUD @bengkeldodo @Ahwal08 @Alie_Fahnoor @Gerindra @florieliciouss @kemhan @Kemhan_RI @aniesbaswedan @ganjarpranowo @SBYudhoyono Kasian ya. Picek matanya. Gedibal capres satu ini emang tolol. Gak ada yg nyebut kecelakaan karena kurang sucad pake dikarang2 sendiri. Onani otak emang gratis sih. Tapi jgn dipamerin di medsos.,genx peelotv ndonsback kimberley papabowo saptanova areinismyname prabowo bangsaygsujud bengkeldodo ahwal aliefahnoor gerindra florieliciouss kemhan kemhanri aniesbaswedan ganjarpranowo sbyudhoyono kasian ya picek matanya gedibal capres satu ini emang tolol gak ada yg nyebut kecelakaan karena kurang sucad pake dikarang sendiri onani otak emang gratis sih tapi jgn dipamerin di medsos,"['genx', 'peelotv', 'ndonsback', 'kimberley', 'papabowo', 'saptanova', 'areinismyname', 'prabowo', 'bangsaygsujud', 'bengkeldodo', 'ahwal', 'aliefahnoor', 'gerindra', 'florieliciouss', 'kemhan', 'kemhanri', 'aniesbaswedan', 'ganjarpranowo', 'sbyudhoyono', 'kasian', 'ya', 'picek', 'matanya', 'gedibal', 'capres', 'satu', 'ini', 'emang', 'tolol', 'gak', 'ada', 'yg', 'nyebut', 'kecelakaan', 'karena', 'kurang', 'sucad', 'pake', 'dikarang', 'sendiri', 'onani', 'otak', 'emang', 'gratis', 'sih', 'tapi', 'jgn', 'dipamerin', 'di', 'medsos']","['genx', 'peelotv', 'ndonsback', 'kimberley', 'papabowo', 'saptanova', 'areinismyname', 'prabowo', 'bangsaygsujud', 'bengkeldodo', 'ahwal', 'aliefahnoor', 'gerindra', 'florieliciouss', 'kemhan', 'kemhanri', 'aniesbaswedan', 'ganjarpranowo', 'sbyudhoyono', 'kasian', 'picek', 'matanya', 'gedibal', 'capres', 'satu', 'emang', 'tolol', 'gak', 'yg', 'nyebut', 'kecelakaan', 'kurang', 'sucad', 'pake', 'dikarang', 'sendiri', 'onani', 'otak', 'emang', 'gratis', 'sih', 'jgn', 'dipamerin', 'medsos']","['genx', 'peelotv', 'ndonsback', 'kimberley', 'papabowo', 'saptanova', 'areinismyname', 'prabowo', 'bangsaygsujud', 'bengkeldodo', 'ahwal', 'aliefahnoor', 'gerindra', 'florieliciouss', 'kemhan', 'kemhanri', 'aniesbaswedan', 'ganjarpranowo', 'sbyudhoyono', 'kasian', 'picek', 'matanya', 'gedibal', 'capres', 'satu', 'emang', 'tolol', 'gak', 'yg', 'nyebut', 'kecelakaan', 'kurang', 'sucad', 'pake', 'dikarang', 'sendiri', 'onani', 'otak', 'emang', 'gratis', 'sih', 'jgn', 'dipamerin', 'medsos']",positif
"Bawaslu lakukan pengawasan masa kampanye guna cegah politik uang👍
#PemiluSerentak2024
#Pemilu2024SesuaiTahapan
#TolakPenundaanPemilu
#AntiPolitikIdentitas
#TolakPolitikMasjid
#PemilihPemula
#PemilihMuda
#Pancasila
#Pemilu2024
#Pilpres2024
#Capres2024
#KPU
#Bawaslu
#IndonesiaMaju https://t.co/vKtitbFQUM","bawaslu lakukan pengawasan masa kampanye guna cegah politik uang👍
pemiluserentak
pemilusesuaitahapan
tolakpenundaanpemilu
antipolitikidentitas
tolakpolitikmasjid
pemilihpemula
pemilihmuda
pancasila
pemilu
pilpres
capres
kpu
bawaslu
indonesiamaju httpstcovktitbfqum","['bawaslu', 'lakukan', 'pengawasan', 'masa', 'kampanye', 'guna', 'cegah', 'politik', 'uang👍', 'pemiluserentak', 'pemilusesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentitas', 'tolakpolitikmasjid', 'pemilihpemula', 'pemilihmuda', 'pancasila', 'pemilu', 'pilpres', 'capres', 'kpu', 'bawaslu', 'indonesiamaju', 'httpstcovktitbfqum']","['bawaslu', 'lakukan', 'pengawasan', 'masa', 'kampanye', 'cegah', 'politik', 'uang👍', 'pemiluserentak', 'pemilusesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentitas', 'tolakpolitikmasjid', 'pemilihpemula', 'pemilihmuda', 'pancasila', 'pemilu', 'pilpres', 'capres', 'kpu', 'bawaslu', 'indonesiamaju', 'httpstcovktitbfqum']","['bawaslu', 'lakukan', 'pengawasan', 'masa', 'kampanye', 'cegah', 'politik', 'uang👍', 'pemiluserentak', 'pemilusesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentitas', 'tolakpolitikmasjid', 'pemilihpemula', 'pemilihmuda', 'pancasila', 'pemilu', 'pilpres', 'capres', 'kpu', 'bawaslu', 'indonesiamaju', 'httpstcovktitbfqum']",netral
